Draw,Date,Winning Number 1,2,3,4,5,6,7,Powerball ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize,Division 9 Winners,Division 9 Prize
1108,2017-08-10,1,6,8,16,17,20,,1,6,,2,5,3,3,0,0,1,3000000,3,72995.65,52,4405.65,823,155.55,1711,57.1,22804,37.4,32763,23.35,125026,14,,
1107,2017-08-03,6,9,19,22,30,38,,10,,,2,5,2,1,2,1,1,6000000,2,135436.2,48,5903.65,955,165.8,2022,59.75,27020,39,38076,24.85,157424,13.75,,
1106,2017-07-27,4,15,23,27,31,36,,16,"15,23",27,4,3,1,1,2,2,0,0,1,202681.4,35,6058.15,650,182.3,1288,70.2,19009,41.5,26792,26.4,111722,14.5,,
1105,2017-07-20,5,14,15,22,23,25,,9,,,4,3,1,2,3,0,1,3000000,1,212518.05,33,6737.15,742,167.45,1472,64.4,21251,38.9,29494,25.15,124108,13.7,,
1104,2017-07-13,1,9,12,24,28,30,,9,,,2,5,2,1,3,0,1,6000000,3,80374.05,40,6306.25,788,178.9,1904,56.5,25269,37.15,34460,24.45,143175,13.45,,
1103,2017-07-06,10,11,13,19,22,38,,20,19,,3,4,1,3,1,1,0,0,1,206474.8,16,13500.3,590,204.6,1524,60.45,22662,35.45,28732,25.1,129682,12.75,,
1102,2017-06-29,2,3,5,9,12,19,,9,12,,4,3,4,2,0,0,1,6000000,7,36112.1,81,3264.85,1373,107.65,2779,40.6,31878,30.85,44856,19.7,160685,12.6,,
1101,2017-06-22,12,17,25,35,36,40,,17,,,3,4,0,2,1,3,0,0,1,205432.7,30,7163.8,518,231.85,1444,63.45,19336,41.35,24401,29.4,116341,14.15,,
1100,2017-06-15,6,23,24,28,31,38,,12,6,,2,5,1,0,3,2,2,15000000,29,23239.3,114,6184.6,2048,192.4,4820,62.4,67712,38.75,87506,26.9,395046,13.65,,
1099,2017-06-08,6,7,10,17,20,25,,15,,,3,4,3,2,1,0,0,0,10,46533.35,71,6856.5,1838,148,3571,58.15,49743,36.4,69262,23.45,275194,13.55,,
1098,2017-06-01,18,19,24,29,32,37,,12,"24,32",,3,4,0,2,2,2,0,0,4,90487.65,47,8056.5,917,230.75,2443,66.1,35564,39.6,46090,27.45,211404,13.7,,
1097,2017-05-25,4,24,27,32,35,39,,13,"27,35,39",,3,4,1,0,2,3,0,0,7,36243.45,45,5898.1,883,167.95,1611,70.25,23440,42.15,29638,29.9,147006,13.8,,
1096,2017-05-18,6,10,17,27,35,39,,12,10,,4,3,2,1,1,2,0,0,5,42665.3,30,7439.1,592,210.65,1452,65.55,20778,39.95,25996,28.65,124408,13.7,,
1095,2017-05-11,10,19,21,23,26,36,,10,10,,3,4,1,1,3,1,1,50000000,16,64226.5,157,6847.45,3232,185.9,7627,60.1,106280,37.65,141365,25.4,609484,13.5,,
1094,2017-05-04,4,5,10,15,17,25,,2,,4,4,3,3,2,1,0,0,0,6,113586.9,124,5749.8,2480,160.65,5133,59.25,68685,38.6,99729,23.85,388400,14.05,,
1093,2017-04-27,19,20,24,30,36,38,,3,"19,30",,1,6,0,2,2,2,0,0,7,61032.2,66,6771.85,1315,189.95,2624,72.65,40266,41.3,53479,27.9,238618,14.3,,
1092,2017-04-20,7,13,19,22,27,30,,8,,,4,3,1,2,3,0,0,0,12,28632.1,71,5062.6,1533,131.05,2898,52.9,38929,34.35,56119,21.4,213634,12.85,,
1091,2017-04-13,1,5,23,26,33,34,,10,34,,4,3,2,0,2,2,0,0,3,91740.05,39,7382.65,614,262.05,1700,72.25,26775,40,33321,28.85,160424,13.7,,
1090,2017-04-06,6,7,17,31,32,34,,5,7,6,3,4,2,1,0,3,0,0,7,30936.5,29,7812.1,554,228.5,1369,70.55,20409,41.3,25849,29.25,126292,13.7,,
1089,2017-03-30,1,5,7,19,28,30,,6,"5,7",30,4,3,3,1,2,0,1,15000000,3,131453.1,74,5575.15,1423,162,3064,57.4,41298,37.15,59268,23.25,230116,13.7,,
1088,2017-03-23,5,7,17,31,34,40,,18,"34,40",,4,3,2,1,0,3,0,0,4,79459,44,7556.95,1052,176.65,2158,65.7,31294,39.55,42522,26.1,184645,13.75,,
1087,2017-03-16,13,22,27,30,34,40,,17,27,,2,5,0,1,3,2,0,0,1,256699.15,41,6549.9,788,190.45,1823,62.8,24553,40.7,34376,26.1,144189,14.25,,
1086,2017-03-09,6,9,19,26,27,29,,15,9,9,4,3,2,1,3,0,0,0,0,0,51,8689.35,1244,101.8,1661,58.15,22895,36.8,33557,22.55,129507,13.4,,
1085,2017-03-02,9,25,30,34,36,40,,11,,,2,5,1,0,2,3,1,10185195.74,2,180204.8,49,7694.75,867,243,2422,66.4,35692,39.3,43281,29.1,211371,13.65,,
1084,2017-02-23,1,15,16,20,26,29,,12,"15,26,29",,3,4,1,3,2,0,0,0,1,263700.75,46,5997.2,845,182.45,1991,59.1,26051,39.4,34109,27,154742,13.65,,
1083,2017-02-16,15,22,24,25,26,29,,16,,,3,4,0,1,5,0,0,0,2,101976.35,38,5614.9,650,183.45,1388,65.55,19587,40.55,27970,25.45,113777,14.35,,
1082,2017-02-09,11,16,21,23,31,33,,2,"23,31",,5,2,0,2,2,2,1,15000000,9,44847.6,65,6496.25,1429,165.15,2716,66.3,37936,41.4,55635,25.35,220936,14.6,,
1081,2017-02-02,20,23,28,31,35,40,,3,"23,40",,3,4,0,1,2,3,0,0,6,55668.75,51,6851.55,981,199.05,2137,69.75,31017,41.9,41307,28.25,188111,14.2,,
1080,2017-01-26,6,8,23,36,38,40,,2,,,1,6,2,0,1,3,0,0,1,232621.95,39,6239.95,777,175,1457,71.25,21378,42.35,30210,26.9,126428,14.7,,
1079,2017-01-19,10,22,31,32,33,35,,19,,,3,4,1,0,1,4,0,0,2,105996.55,32,6930.55,710,174.55,1451,65.2,20265,40.7,25576,28.95,120226,14.1,,
1078,2017-01-12,4,11,14,26,29,36,,17,36,,2,5,1,2,2,1,1,3000000,2,107928,46,4909.1,801,157.55,1546,62.3,21482,39.1,32121,23.45,122532,14.1,,
1077,2017-01-05,6,8,23,31,36,39,,15,"6,31",,3,4,2,0,1,3,1,55000000,11,121040.9,222,6274.35,4249,183.2,9058,65.6,130035,39.85,168416,27.6,765378,13.9,,
1076,2016-12-29,3,4,6,24,25,31,,13,4,,3,4,3,0,2,1,0,0,8,92300.85,114,6776.2,2211,195.25,5025,65.55,74644,38.5,95251,27.05,442748,13.35,,
1075,2016-12-22,4,10,16,26,29,39,,18,,,2,5,2,1,2,1,0,0,7,81539.65,118,5060.35,2188,152.5,4027,63.25,56901,39.05,77942,25.55,328718,13.9,,
1074,2016-12-15,8,13,22,30,36,37,,11,"13,37",,2,5,1,1,2,2,0,0,3,134957.85,50,8471.2,1224,193.4,2917,61.95,42188,37.35,52476,26.95,247271,13.1,,
1073,2016-12-08,3,5,13,20,37,38,,14,"37,38",,4,3,2,2,0,2,0,0,6,56349.55,54,6550.05,982,201.3,2221,67.9,31910,41.25,43475,27.15,189748,14.25,,
1072,2016-12-01,9,12,23,34,37,38,,7,12,,3,4,1,1,1,3,0,0,1,264154.2,28,9869.5,679,227.45,1732,68.05,25473,40.35,32408,28.45,151374,13.95,,
1071,2016-11-24,5,12,13,18,25,40,,5,40,,3,4,1,3,1,1,0,0,2,105004.45,53,4145.3,798,153.85,1745,53.7,23799,34.35,28800,25.45,131060,12.8,,
1070,2016-11-17,4,10,16,24,34,40,,11,,,0,7,2,1,1,2,1,3000000,5,41388.25,36,6013.65,721,167.8,1454,63.5,20743,38.85,27979,25.85,122346,13.55,,
1069,2016-11-10,7,19,23,26,30,37,,5,"23,26",,4,3,1,1,3,1,1,6000000,25,9909.75,61,4248.8,1033,140.2,1999,55.3,26827,35.95,37579,23,150573,13.15,,
1068,2016-11-03,8,22,23,26,35,40,,6,,,2,5,1,0,3,2,0,0,2,102863.65,40,5380.55,683,176.1,1468,62.5,20563,38.95,27245,26.35,118805,13.85,,
1067,2016-10-27,2,16,17,21,36,38,,7,,,2,5,1,2,1,2,1,6000000,3,82837.55,47,5531.55,605,240.15,1827,60.7,24659,39.25,29210,29.7,148442,13.4,,
1066,2016-10-20,5,8,12,22,25,34,,17,8,,2,5,2,1,2,1,0,0,2,107628.7,31,7264.25,675,186.45,1470,65.35,21210,39.5,30530,24.6,122676,14.05,,
1065,2016-10-13,2,6,8,13,31,36,,15,,13,2,5,3,1,0,2,2,12500000,6,89252.15,82,6832.05,1717,182.35,3730,64.05,53377,39.05,73234,25.55,309508,13.85,,
1064,2016-10-06,9,12,21,32,33,37,,18,,,4,3,1,1,1,3,0,0,2,196660.6,67,6141.4,1091,210.75,2500,70.2,36454,42,49551,27.7,219605,14.35,,
1063,2016-09-29,4,8,18,28,36,39,,18,28,,1,6,2,1,1,2,0,0,2,174405.7,81,4505.05,1194,170.8,2705,57.55,37643,36.05,47158,25.85,205539,13.6,,
1062,2016-09-22,14,16,20,23,28,33,,11,,,2,5,0,3,2,1,0,0,2,137322.05,47,6113.2,717,223.95,1850,66.25,27708,38.6,34395,27.9,163281,13.45,,
1061,2016-09-15,2,12,13,27,29,32,,12,,,3,4,1,2,2,1,0,0,1,209435.75,42,5216.7,644,190.1,1713,54.55,23387,34.85,28280,25.85,130730,12.8,,
1060,2016-09-08,9,10,17,25,28,31,,2,,,4,3,2,1,2,1,3,2000000,22,12096.45,40,6960.1,806,193.05,1910,62.15,26376,39.25,36282,25.6,151008,14.1,,
1059,2016-09-01,3,11,13,14,18,22,,9,22,,3,4,1,4,1,0,0,0,2,100027.2,43,4867.15,806,145.1,1590,56.15,22070,35.3,30566,22.85,123227,13,,
1058,2016-08-25,12,22,24,25,32,39,,11,,25,2,5,0,1,3,2,1,10000000,25,13776.55,72,5004.3,1202,167.5,2264,67.85,33358,40.2,41791,28.8,201072,13.7,,
1057,2016-08-18,3,9,18,33,37,40,,8,,18,4,3,2,1,0,3,0,0,1,245467.7,46,5582.55,721,199.05,1676,65.35,24260,39.4,30985,27.65,141971,13.85,,
1056,2016-08-11,4,7,12,17,24,35,,4,"17,24",,3,4,2,2,1,1,0,0,2,106910.15,41,5455.85,727,171.95,1828,52.2,24122,34.5,31368,23.8,131827,13,,
1055,2016-08-04,3,8,16,17,24,38,,5,24,,2,5,2,2,1,1,1,35000000,8,91136.3,103,7405.25,2097,203.25,5157,63.1,73553,38.6,95887,26.55,425901,13.7,,
1054,2016-07-28,1,5,21,24,32,36,,20,36,,3,4,2,0,2,2,0,0,8,65140.35,83,6568.35,1660,183.55,3399,68.4,50664,40.05,63055,28.85,302616,13.8,,
1053,2016-07-21,9,12,14,22,30,36,,3,30,,1,6,1,2,2,1,0,0,3,135527.8,56,7595.5,1154,205.95,2777,65.3,39544,40,53368,26.6,230867,14.1,,
1052,2016-07-14,6,8,13,26,30,31,,1,,,2,5,2,1,2,1,0,0,7,50709.1,45,8252.15,1200,172.95,2439,64.95,33837,40.85,49774,24.9,197076,14.4,,
1051,2016-07-07,4,9,14,22,23,32,,19,"4,14",,2,5,2,1,2,1,0,0,4,60673.55,46,5519.45,818,173.45,1602,67.6,24284,38.9,30106,28.15,142801,13.6,,
1050,2016-06-30,1,4,13,14,31,33,,12,,,4,3,2,2,0,2,0,0,5,39330.85,18,11429.5,566,203.1,1293,67.85,19013,40.25,24581,27.95,114970,13.7,,
1049,2016-06-23,8,10,17,35,36,40,,13,17,,2,5,2,1,0,3,1,3000000,3,66699.6,35,5980.95,541,216.25,1370,65.15,19847,39.25,23955,29.15,119723,13.35,,
1048,2016-06-16,3,11,17,24,29,37,,3,24,,5,2,1,2,2,1,2,3000000,20,11818.25,78,3170.2,855,161.6,1779,59.3,24487,37.55,31566,26.15,138150,13.7,,
1047,2016-06-09,5,7,13,24,31,38,,8,31,,4,3,2,1,1,2,0,0,3,70619,39,5682.95,770,160.85,1558,60.65,21832,37.75,29681,24.95,127886,13.25,,
1046,2016-06-02,2,10,19,25,31,39,,6,31,2,4,3,2,1,1,2,1,6044627.18,5,55324.5,43,6730,866,186.75,1801,68.55,25919,41.55,35106,27.5,154655,14.3,,
1045,2016-05-26,5,8,15,29,31,35,,9,29,,5,2,2,1,1,2,0,0,1,214161.65,40,5601.15,706,177.35,1528,62.55,21452,38.85,31035,24.1,124888,13.7,,
1044,2016-05-19,7,11,22,24,26,29,,20,26,,3,4,1,1,4,0,1,3000000,5,42278.85,50,4423,947,130.5,1697,55.6,23931,34.4,33122,22.3,130345,12.95,,
1043,2016-05-12,8,10,18,19,26,36,,5,,,1,6,2,2,1,1,2,1500000,21,10105.55,41,5414.9,766,161.95,1554,60.95,22561,36.6,29821,24.85,128492,13.2,,
1042,2016-05-05,1,2,11,20,25,38,,5,"2,20",,3,4,2,2,1,1,1,40000000,30,23429.75,116,6339.1,2328,176.5,5042,62.2,70612,38.75,93729,26.2,412599,13.65,,
1041,2016-04-28,2,8,9,20,24,31,,1,8,,2,5,3,1,1,1,0,0,9,57548.05,81,6689.35,1615,187.5,3554,65,50448,39.95,70570,25.65,289160,14.35,,
1040,2016-04-21,8,12,18,19,26,33,,6,,,2,5,1,3,1,1,0,0,7,59536.35,95,4589.35,1632,149.3,3092,60.15,42787,37.9,59994,24.25,245868,13.55,,
1039,2016-04-14,4,5,7,20,32,40,,14,"5,20",,2,5,3,1,0,2,0,0,5,73320.05,63,6087.6,1063,201.6,2483,65.85,36546,39.05,49330,25.95,212710,13.8,,
1038,2016-04-07,3,5,15,20,34,35,,13,"20,34",,4,3,2,2,0,2,0,0,6,46427.3,38,7668.95,920,177,2050,60.65,29022,37.35,36994,26.3,168626,13.2,,
1037,2016-03-31,19,20,23,31,32,34,,11,32,31,3,4,0,2,1,3,0,0,3,73849.95,36,6438.2,761,170.2,1511,65.4,22615,38.15,29152,26.55,132161,13.4,,
1036,2016-03-24,2,7,16,17,25,32,,14,7,,3,4,2,2,1,1,1,30000000,10,59903.8,97,6460.7,1907,183.65,4191,63.75,57711,40.4,80668,25.95,336394,14.25,,
1035,2016-03-17,6,7,15,29,34,36,,19,6,,3,4,2,1,1,2,0,0,9,50248.1,51,9276.55,1188,222.55,2891,69.8,44075,39.95,54472,29,266531,13.55,,
1034,2016-03-10,4,6,20,22,31,33,,18,20,,2,5,2,1,1,2,0,0,2,179955.75,50,7530.45,902,233.25,2398,66.95,34557,40.55,45868,27.4,204053,14.1,,
1033,2016-03-03,9,19,20,25,27,32,,5,"9,32",,4,3,1,2,2,1,0,0,3,107465.6,46,7332.1,837,225.2,2115,68,32431,38.7,40885,27.55,190700,13.5,,
1032,2016-02-25,9,13,14,15,32,38,,2,9,,3,4,1,3,0,2,0,0,2,129719.35,34,7982.75,620,244.65,1443,80.2,21969,45.95,29003,31.25,135934,15.25,,
1031,2016-02-18,9,12,16,18,20,29,,17,,18,2,5,1,4,1,0,0,0,0,0,37,12173.4,836,153.95,1428,68.8,21852,39.2,30949,24.85,124483,14.15,,
1030,2016-02-11,1,8,21,22,30,33,,5,,,3,4,2,0,3,1,1,25000000,7,77024.9,102,5530,1636,192.65,3892,61.8,54042,38.85,74433,25.3,315842,13.65,,
1029,2016-02-04,6,10,17,18,20,36,,2,17,,1,6,2,3,0,1,0,0,8,48679.3,61,6678.8,1136,200.4,2619,66.35,36860,41.1,52041,26.15,217140,14.35,,
1028,2016-01-28,2,9,17,29,31,33,,9,,,5,2,2,1,1,2,0,0,2,164693,58,5941.2,1015,189.7,2289,64.2,33829,37.9,41546,27.7,195815,13.45,,
1027,2016-01-21,19,20,22,23,26,36,,14,"19,23,36",,2,5,0,2,3,1,0,0,2,130516.6,48,5689.2,861,177.25,1915,60.8,26519,38.3,36569,24.95,152314,13.7,,
1026,2016-01-14,12,19,23,34,36,37,,20,"23,34",,3,4,0,2,1,3,0,0,0,0,41,11526.05,700,192.9,1617,63.7,23679,37.95,29055,27.75,138331,13.35,,
1025,2016-01-07,4,14,18,20,23,34,,18,"20,34",,1,6,1,3,1,1,1,70000000,14,113059.6,302,5483.05,5337,173.4,11422,61.85,158286,38.9,218142,25.35,910795,13.9,,
1024,2015-12-31,17,20,26,33,34,37,,17,26,,3,4,0,2,1,3,0,0,8,131015.75,168,6526.8,3143,194.95,7116,65.7,102634,39.75,131418,27.85,592454,14.15,,
1023,2015-12-24,1,8,15,26,32,38,,19,32,,2,5,2,1,1,2,0,0,8,105116.5,150,5864.95,2622,187.5,5591,67.1,81401,40.2,107532,27.3,480804,14,,
1022,2015-12-17,2,7,9,23,32,40,,9,,,3,4,3,0,1,2,0,0,5,102958.05,110,4895.9,1825,164.9,3657,62.8,52372,38.25,69066,26.05,301640,13.65,,
1021,2015-12-10,10,14,17,18,28,35,,9,,10,2,5,1,3,1,1,0,0,3,130078.4,63,6480.1,1190,191.7,2783,62.55,38471,39.5,53464,25.5,222200,14.05,,
1020,2015-12-03,2,7,11,19,21,25,,16,19,,5,2,2,2,2,0,0,0,9,39586.9,86,4334,1716,121.4,2789,57,36752,37.75,58577,21.25,204463,13.95,,
1019,2015-11-26,3,4,8,17,19,33,,9,,,4,3,3,2,0,1,0,0,2,137079.3,47,6102.4,1063,150.8,2015,60.7,29468,36.2,39740,24.1,167779,13.05,,
1018,2015-11-19,2,5,13,16,23,38,,18,,,3,4,2,2,1,1,0,0,2,113669.2,30,7927.7,638,208.3,1662,61.05,22883,38.65,30686,25.85,129892,14,,
1017,2015-11-12,1,3,15,19,26,35,,18,19,,5,2,2,2,1,1,3,23333333.34,10,160403.05,270,6215.05,5509,170.2,10881,65.75,155992,40,211396,26.5,915021,14,,
1016,2015-11-05,13,17,19,20,24,31,,19,24,,4,3,0,4,1,1,0,0,12,78795.7,152,6507.8,2824,195.75,6707,62.9,98188,37.5,121354,27.2,569253,13.3,,
1015,2015-10-29,4,10,23,24,26,34,,5,,,1,6,2,0,3,1,0,0,8,70288.45,118,4985.25,2150,152.9,3890,64.5,56167,38.95,77418,25.35,326479,13.8,,
1014,2015-10-22,9,12,18,31,35,38,,10,,,3,4,1,2,0,3,0,0,5,75258.5,61,6453.45,1230,178.85,2334,71.95,35304,41.5,45861,28.65,211704,14.2,,
1013,2015-10-15,6,7,13,20,23,29,,18,"6,13,20",,4,3,2,2,2,0,0,0,3,108557.35,64,5323.5,1226,155.3,2432,59.75,33432,37.9,49710,22.9,189017,13.8,,
1012,2015-10-08,5,6,13,20,27,35,,3,"5,27",,4,3,2,2,1,1,0,0,5,49006.85,55,4660.8,1042,137.5,1733,63.1,24450,39,34693,24.65,142826,13.7,,
1011,2015-10-01,3,5,16,17,27,40,,18,16,,4,3,2,2,1,1,0,0,2,97349.65,20,10184.25,566,201.1,1345,64.6,19100,39.7,27594,24.65,111001,14.05,,
1010,2015-09-24,7,15,16,21,34,39,,5,"7,16,21,39",,4,3,1,2,1,2,1,6000000,4,59822.6,38,6587.75,741,188.8,1530,69.8,22154,42.05,30867,27.05,136125,14.05,,
1009,2015-09-17,7,16,21,38,39,40,,10,38,,3,4,1,1,1,3,0,0,0,0,33,12533.9,573,206.25,1285,70.2,18870,41.7,24403,28.95,112930,14.3,,
1008,2015-09-10,11,12,15,24,29,38,,15,15,,3,4,0,3,2,1,1,15000000,9,47578.25,52,8614.75,1310,191.1,3026,63.15,44087,37.8,55197,27.1,255783,13.4,,
1007,2015-09-03,3,15,21,30,32,33,,17,,3,4,3,1,1,2,2,0,0,3,103006.5,44,7347.3,925,195.3,1954,70.55,29014,41.45,39188,27.55,168890,14.65,,
1006,2015-08-27,2,5,6,11,23,28,,14,2,,3,4,3,1,2,0,0,0,7,36455.4,55,4853.9,1105,135,2050,55.55,27232,36.45,41623,21.4,150601,13.55,,
1005,2015-08-20,2,3,17,19,20,33,,1,,20,4,3,2,3,0,1,0,0,2,104655.8,37,5918.15,597,204.95,1357,68.8,18796,43.35,27101,26.95,112517,14.9,,
1004,2015-08-13,1,5,11,12,26,39,,14,"5,26",,4,3,2,2,1,1,1,10000000,1,310438.8,57,5697.65,1031,176.05,2295,60.35,31701,38.1,42382,25.6,184813,13.45,,
1003,2015-08-06,5,7,16,17,25,26,,17,7,,4,3,2,2,2,0,0,0,6,39832.55,44,5682.4,892,156.65,1890,56.4,25708,36.2,34025,24.55,143037,13.35,,
1002,2015-07-30,1,3,7,20,21,36,,19,"3,21",,4,3,3,1,1,1,0,0,4,50176.95,32,6561.6,672,174.6,1545,57.95,20835,37.5,28886,24.25,118388,13.55,,
1001,2015-07-23,3,9,21,25,27,32,,18,25,,5,2,2,0,3,1,1,50000000,14,74708.2,169,6474.5,3354,182.3,7438,62.75,103954,39.15,140354,26,600589,13.95,,
1000,2015-07-16,2,5,11,18,25,39,,2,2,,4,3,2,2,1,1,0,0,9,75381.3,123,5770.3,2168,182.95,4877,62.05,68268,38.7,89318,26.55,392038,13.85,,
999,2015-07-09,2,17,19,24,27,35,,11,17,,4,3,1,2,2,1,0,0,5,86177,76,5931.2,1412,178.4,3087,62.25,45006,37.25,55556,27.1,261431,13.2,,
998,2015-07-02,7,17,23,26,37,39,,12,"26,37",,5,2,1,1,2,2,0,0,9,41773.1,65,6050.9,1232,178.4,2731,61.4,38384,38.1,50953,25.75,221612,13.55,,
997,2015-06-25,1,4,24,25,26,37,,19,"25,37",25,3,4,2,0,3,1,0,0,2,129286.3,37,7311,734,205.95,1710,67.45,24893,40.45,31779,28.4,147009,14.05,,
996,2015-06-18,10,15,22,25,34,37,,19,,,3,4,1,1,2,2,0,0,1,201373.25,27,7802.5,644,182.8,1330,67.55,19062,41.1,24757,28.4,113444,14.2,,
995,2015-06-11,14,16,17,18,32,35,,1,16,,2,5,0,4,0,2,2,3007285.04,3,88275.2,41,6757.3,628,246.55,1514,78.05,22524,45.75,30906,29.9,135002,15.7,,
994,2015-06-04,3,4,8,16,21,33,,8,,4,3,4,3,1,1,1,0,0,5,44751,47,4980.45,859,152.3,1847,54.05,25766,33.8,32462,24.05,140362,12.75,,
